date,market,city,mom_index,yoy_index,ytd_index,mom_pct,yoy_pct,ytd_pct
2025-03-01,existing,遵义,99.8,94.3,94.3,-0.0020000000000000282,-0.05700000000000003,-0.05700000000000003
2025-03-01,existing,郑州,99.3,92.1,92.2,-0.007000000000000029,-0.07900000000000006,-0.07799999999999997
2025-03-01,existing,重庆,99.8,94.7,94.5,-0.0020000000000000282,-0.05299999999999997,-0.055
2025-03-01,existing,金华,99.9,89.6,88.8,-0.0009999999999999432,-0.10400000000000005,-0.11200000000000003
2025-03-01,existing,银川,99.6,94.5,94.4,-0.0040000000000000565,-0.055,-0.055999999999999946
2025-03-01,existing,锦州,99.7,91.6,91.5,-0.0029999999999999714,-0.08400000000000006,-0.085
2025-03-01,existing,长春,99.6,93.6,93.5,-0.0040000000000000565,-0.06400000000000006,-0.065
2025-03-01,existing,长沙,99.5,92.1,91.7,-0.005,-0.07900000000000006,-0.08299999999999998
2025-03-01,existing,青岛,99.9,93.1,92.7,-0.0009999999999999432,-0.06900000000000006,-0.07299999999999997
2025-03-01,existing,韶关,99.8,93.4,93.3,-0.0020000000000000282,-0.06599999999999995,-0.06700000000000003
2025-03-01,new,三亚,99.8,96.8,96.7,-0.0020000000000000282,-0.03200000000000003,-0.032999999999999974
2025-03-01,new,上海,100.7,105.7,105.6,0.007000000000000029,0.05700000000000003,0.055999999999999946
2025-03-01,new,丹东,99.3,93.5,93.7,-0.007000000000000029,-0.065,-0.06299999999999997
2025-03-01,new,乌鲁木齐,100.1,97.2,97.0,0.0009999999999999432,-0.027999999999999973,-0.03
2025-03-01,new,九江,99.7,93.3,92.9,-0.0029999999999999714,-0.06700000000000003,-0.07099999999999994
2025-03-01,new,兰州,99.5,92.3,92.5,-0.005,-0.07700000000000003,-0.075
2025-03-01,new,包头,99.4,93.4,93.5,-0.005999999999999943,-0.06599999999999995,-0.065
2025-03-01,new,北京,99.8,94.3,94.4,-0.0020000000000000282,-0.05700000000000003,-0.055999999999999946
2025-03-01,new,北海,99.7,93.5,94.1,-0.0029999999999999714,-0.065,-0.05900000000000006
2025-03-01,new,南京,100.1,97.9,96.6,0.0009999999999999432,-0.020999999999999942,-0.03400000000000006
